0 1.43998e-05 1.43998e-05
1 0.000302396 0.000316796
2 0.000139198 0.000455994
3 0.000172798 0.000628792
4 0.000259197 0.000887989
5 0.000215997 0.00110399
6 0.000263997 0.00136798
7 0.000417595 0.00178558
8 0.000340796 0.00212637
9 0.000470394 0.00259677
10 0.000619192 0.00321596
11 0.000671991 0.00388795
12 0.000887989 0.00477594
13 0.00081599 0.00559193
14 0.000983987 0.00657592
15 0.00132958 0.0079055
16 0.00158878 0.00949428
17 0.00201597 0.0115103
18 0.00256797 0.0140782
19 0.00337916 0.0174574
20 0.00475194 0.0222093
21 0.00728151 0.0294908
22 0.0106223 0.0401131
23 0.0156574 0.0557705
24 0.0162526 0.0720231
25 0.0194638 0.0914868
26 0.0166798 0.108167
27 0.0146446 0.122811
28 0.0146206 0.137432
29 0.013651 0.151083
30 0.0126142 0.163697
31 0.0124222 0.176119
32 0.0126862 0.188806
33 0.0127342 0.20154
34 0.0124462 0.213986
35 0.012787 0.226773
36 0.0124798 0.239253
37 0.0125614 0.251814
38 0.0119182 0.263733
39 0.0107855 0.274518
40 0.0105407 0.285059
41 0.00990707 0.294966
42 0.00938868 0.304355
43 0.00886069 0.313215
44 0.00835189 0.321567
45 0.00833749 0.329905
46 0.0079343 0.337839
47 0.0080351 0.345874
48 0.0075887 0.353463
49 0.0078767 0.361339
50 0.0076991 0.369038
51 0.0074927 0.376531
52 0.0075407 0.384072
53 0.0075599 0.391632
54 0.0076319 0.399264
55 0.0074399 0.406704
56 0.0078719 0.414575
57 0.0079343 0.42251
58 0.00738231 0.429892
59 0.0074687 0.437361
60 0.0077615 0.445122
61 0.0076991 0.452821
62 0.0077519 0.460573
63 0.0077135 0.468287
64 0.0078911 0.476178
65 0.0075599 0.483738
66 0.0075647 0.491303
67 0.0074447 0.498747
68 0.0075935 0.506341
69 0.0079055 0.514246
70 0.0080255 0.522272
71 0.0081215 0.530393
72 0.0081215 0.538515
73 0.00846709 0.546982
74 0.00857749 0.555559
75 0.00846229 0.564022
76 0.00898548 0.573007
77 0.00924468 0.582252
78 0.00946548 0.591717
79 0.00965748 0.601375
80 0.00964788 0.611023
81 0.0103823 0.621405
82 0.00984947 0.631254
83 0.00983507 0.641089
84 0.00967188 0.650761
85 0.00969108 0.660452
86 0.00977268 0.670225
87 0.00989747 0.680122
88 0.00937908 0.689502
89 0.00960948 0.699111
90 0.00885109 0.707962
91 0.00903828 0.717
92 0.00849109 0.725492
93 0.0080831 0.733575
94 0.0077327 0.741307
95 0.0075983 0.748906
96 0.0075023 0.756408
97 0.00723831 0.763646
98 0.00737751 0.771024
99 0.00659512 0.777619
100 0.00679671 0.784416
101 0.00675831 0.791174
102 0.00695511 0.798129
103 0.00669591 0.804825
104 0.00629752 0.811122
105 0.00595192 0.817074
106 0.00632152 0.823396
107 0.00585592 0.829252
108 0.00585592 0.835108
109 0.00542393 0.840532
110 0.00517433 0.845706
111 0.00497274 0.850679
112 0.00482874 0.855507
113 0.00473274 0.86024
114 0.00462714 0.864867
115 0.00460314 0.86947
116 0.00435834 0.873829
117 0.00432474 0.878154
118 0.00386875 0.882022
119 0.00370555 0.885728
120 0.00363355 0.889361
121 0.00369115 0.893053
122 0.00317276 0.896225
123 0.00310076 0.899326
124 0.00310556 0.902432
125 0.00309596 0.905528
126 0.00277436 0.908302
127 0.00264477 0.910947
128 0.00259197 0.913539
129 0.00253437 0.916073
130 0.00253917 0.918612
131 0.00222717 0.920839
132 0.00229437 0.923134
133 0.00196797 0.925102
134 0.00202077 0.927123
135 0.00197277 0.929095
136 0.00167998 0.930775
137 0.00148318 0.932258
138 0.00150238 0.933761
139 0.00143998 0.935201
140 0.00146878 0.93667
141 0.00137758 0.938047
142 0.00136318 0.93941
143 0.00140158 0.940812
144 0.00130078 0.942113
145 0.00125758 0.94337
146 0.00108959 0.94446
147 0.00118078 0.945641
148 0.00101759 0.946658
149 0.00106079 0.947719
150 0.000921588 0.948641
151 0.00106079 0.949701
152 0.000988787 0.95069
153 0.000916788 0.951607
154 0.000830389 0.952437
155 0.000921588 0.953359
156 0.00075839 0.954117
157 0.000835189 0.954953
158 0.000719991 0.955673
159 0.00074399 0.956417
160 0.00074399 0.957161
161 0.000724791 0.957885
162 0.00076799 0.958653
163 0.000619192 0.959273
164 0.000686391 0.959959
165 0.000647992 0.960607
166 0.000643192 0.96125
167 0.000643192 0.961893
168 0.000729591 0.962623
169 0.000734391 0.963357
170 0.000647992 0.964005
171 0.000561593 0.964567
172 0.000671991 0.965239
173 0.000662392 0.965901
174 0.000575993 0.966477
175 0.000566393 0.967044
176 0.000638392 0.967682
177 0.000595192 0.968277
178 0.000647992 0.968925
179 0.000575993 0.969501
180 0.000518393 0.97002
181 0.000667191 0.970687
182 0.000604792 0.971292
183 0.000676791 0.971968
184 0.000585593 0.972554
185 0.000561593 0.973116
186 0.000551993 0.973668
187 0.000513593 0.974181
188 0.000599992 0.974781
189 0.000595192 0.975376
190 0.000508794 0.975885
191 0.000571193 0.976456
192 0.000571193 0.977027
193 0.000532793 0.97756
194 0.000614392 0.978175
195 0.000513593 0.978688
196 0.000609592 0.979298
197 0.000503994 0.979802
198 0.000556793 0.980359
199 0.000484794 0.980843
200 0.000542393 0.981386
201 0.000508794 0.981895
202 0.000523193 0.982418
203 0.000523193 0.982941
204 0.000518393 0.983459
205 0.000585593 0.984045
206 0.000556793 0.984602
207 0.000494394 0.985096
208 0.000475194 0.985571
209 0.000547193 0.986119
210 0.000532793 0.986651
211 0.000580793 0.987232
212 0.000571193 0.987803
