213 0.000484794 0.988288
214 0.000436794 0.988725
215 0.000499194 0.989224
216 0.000441594 0.989666
217 0.000508794 0.990175
218 0.000465594 0.99064
219 0.000393595 0.991034
220 0.000407995 0.991442
221 0.000465594 0.991907
222 0.000398395 0.992306
223 0.000355195 0.992661
224 0.000398395 0.993059
225 0.000441594 0.993501
226 0.000345596 0.993846
227 0.000355195 0.994202
228 0.000436794 0.994638
229 0.000383995 0.995022
230 0.000412795 0.995435
231 0.000427195 0.995862
232 0.000422395 0.996285
233 0.000350396 0.996635
234 0.000307196 0.996942
235 0.000297596 0.99724
236 0.000259197 0.997499
237 0.000235197 0.997734
238 0.000211197 0.997946
239 0.000235197 0.998181
240 0.000158398 0.998339
241 0.000119998 0.998459
242 0.000167998 0.998627
243 0.000100799 0.998728
244 7.19991e-05 0.9988
245 8.63989e-05 0.998886
246 0.000129598 0.999016
247 0.000115199 0.999131
248 8.63989e-05 0.999218
249 0.000100799 0.999318
250 0.000115199 0.999434
251 5.75993e-05 0.999491
252 0.000105599 0.999597
253 0.000287996 0.999885
254 0.000115199 1
255 0 1
