0	19607	754	1349
1	2052	506	597
2	1560	0	0
3	0	1162	974
4	1216	3078	1485
5	1024	0	0
6	0	13081	2769
7	983	0	3000
8	862	3654	0
9	0	2266	12463
10	782	0	3123
11	807	1706	0
12	0	1613	3289
13	725	0	2273
14	779	1622	0
15	0	0	1679
16	717	1597	1441
17	794	1277	0
18	0	0	1176
19	757	1157	1031
20	718	1076	0
21	0	0	1002
22	719	907	964
23	632	0	0
24	0	793	900
25	577	709	862
26	576	0	0
27	0	704	764
28	523	669	732
29	490	0	0
30	0	672	702
31	494	0	695
32	547	564	0
33	0	573	650
34	513	0	624
35	533	526	0
36	0	522	596
37	576	0	663
38	530	513	0
39	0	0	611
40	595	480	641
41	552	477	0
42	514	0	575
43	0	411	638
44	517	443	0
45	550	0	591
46	0	434	627
47	526	0	0
48	548	376	641
49	0	438	639
50	517	0	0
51	518	449	678
52	0	421	639
53	554	0	0
54	604	455	707
55	0	0	757
56	602	461	0
57	618	420	707
58	0	0	717
59	671	456	0
60	767	438	762
61	0	0	741
62	802	472	0
63	892	0	814
64	0	516	837
65	962	569	0
66	1042	0	808
67	0	570	809
68	1042	533	0
69	1008	0	765
70	0	593	789
71	1010	0	0
72	932	595	763
73	0	636	747
74	883	0	0
75	918	625	722
76	0	689	695
77	918	0	0
78	814	653	710
79	0	0	624
80	771	701	0
81	769	733	618
82	0	0	704
83	838	804	0
84	746	0	618
85	735	847	0
86	0	861	675
87	688	0	665
88	620	792	0
89	0	718	679
90	706	0	688
91	700	716	0
92	0	0	722
93	652	797	659
94	615	763	0
95	0	0	704
96	635	751	690
97	698	683	0
98	0	0	668
99	697	724	683
100	672	0	0
101	0	696	661
102	681	689	673
103	757	0	0
104	0	694	694
105	738	680	723
106	737	0	0
107	0	704	654
108	711	0	628
109	749	720	0
110	0	732	643
111	698	0	674
112	725	720	0
113	0	744	670
114	713	0	663
115	670	732	0
116	0	0	610
117	624	746	604
118	627	730	0
119	0	0	579
120	635	715	565
121	630	665	0
122	0	0	578
123	662	693	594
124	631	0	0
125	0	650	568
126	554	632	630
127	565	0	0
128	571	676	536
129	0	630	578
130	528	0	0
131	544	592	586
132	0	0	557
133	558	600	0
134	514	547	600
135	0	0	512
136	538	599	0
137	520	514	521
138	0	0	456
139	484	548	0
140	483	0	487
141	0	573	488
142	474	569	0
143	415	0	482
144	0	512	477
145	463	578	0
146	432	0	517
147	0	563	493
148	424	0	0
149	390	518	505
150	0	497	506
151	417	0	0
152	376	531	538
153	0	519	522
154	415	0	0
155	382	497	485
156	0	0	495
157	410	485	0
158	402	458	465
159	0	0	455
160	393	441	0
161	366	453	507
162	0	0	502
163	401	422	0
164	357	0	512
165	0	417	522
166	398	391	0
167	360	0	504
168	0	394	492
169	355	0	0
170	401	358	540
171	373	362	0
172	0	0	518
173	376	412	560
174	402	368	0
175	0	0	551
176	351	392	537
177	322	0	0
178	0	402	527
179	434	416	545
180	401	0	0
181	0	379	515
182	389	403	533
183	398	0	0
184	0	395	558
185	391	0	540
186	398	384	0
187	0	401	581
188	425	0	504
189	397	371	0
190	0	394	524
191	391	0	465
192	396	379	0
193	0	0	490
194	425	411	479
195	405	369	0
196	0	0	469
197	392	414	431
198	455	433	0
199	0	0	398
200	384	437	376
201	395	0	0
202	0	452	326
203	381	443	398
204	388	0	0
205	0	467	380
206	381	511	340
207	400	0	0
208	0	508	317
209	343	0	333
210	384	490	0
211	0	496	347
212	396	0	337
213	372	476	0
214	404	475	326
215	0	0	332
216	392	487	0
217	372	0	346
218	0	499	293
219	424	510	0
220	409	0	308
221	0	462	330
222	490	489	0
223	461	0	315
224	0	443	340
225	376	0	0
226	390	417	340
227	0	461	374
228	373	0	0
229	392	480	327
230	0	430	296
231	384	0	0
232	329	439	296
233	0	0	291
234	370	479	0
235	344	425	252
236	0	0	253
237	388	447	0
238	343	473	275
239	0	0	318
240	398	437	0
241	342	0	281
242	0	386	276
243	399	426	0
244	338	0	275
245	0	433	298
246	372	409	0
247	358	0	237
248	0	360	252
249	353	0	0
250	374	386	273
251	0	377	281
252	368	0	0
253	361	369	272
254	0	0	0
255	37962	42611	33483
