0	151	148	256
1	123	115	305
2	174	180	349
3	235	294	393
4	260	307	435
5	316	334	420
6	289	341	432
7	329	383	467
8	421	417	489
9	438	432	505
10	537	501	562
11	562	646	567
12	706	699	636
13	821	793	662
14	895	874	786
15	1050	945	869
16	1038	956	900
17	1034	1062	901
18	1047	1135	934
19	961	1016	977
20	827	921	1060
21	722	752	1141
22	763	762	1137
23	776	754	1247
24	744	767	1214
25	714	845	1155
26	732	826	1159
27	695	802	1040
28	639	810	1005
29	667	831	988
30	641	823	879
31	657	785	939
32	667	790	904
33	640	732	925
34	632	796	961
35	677	790	860
36	632	793	907
37	678	807	832
38	594	768	792
39	615	790	853
40	604	814	849
41	636	809	840
42	698	751	871
43	592	774	858
44	625	748	852
45	606	723	829
46	540	764	799
47	605	743	829
48	565	755	835
49	605	699	789
50	610	715	755
51	571	698	750
52	569	696	776
53	606	733	754
54	581	727	729
55	525	645	656
56	566	620	675
57	561	660	612
58	526	609	633
59	528	638	626
60	569	640	544
61	527	662	579
62	542	629	582
63	528	663	553
64	455	607	536
65	460	573	504
66	514	610	527
67	524	559	528
68	472	547	446
69	501	581	474
70	451	529	432
71	435	512	388
72	435	528	399
73	456	516	387
74	442	493	379
75	438	495	418
76	400	476	370
77	416	469	345
78	446	491	297
79	377	464	363
80	378	413	370
81	394	417	330
82	377	395	352
83	369	401	344
84	380	386	305
85	393	358	295
86	388	390	299
87	399	332	316
88	370	315	308
89	373	355	274
90	400	299	278
91	337	319	276
92	370	287	284
93	351	296	275
94	364	305	272
95	341	293	256
96	339	269	281
97	346	235	271
98	350	280	227
99	356	241	242
100	349	242	230
101	335	254	238
102	306	213	227
103	315	245	245
104	322	222	242
105	279	192	240
106	264	227	246
107	286	184	240
108	293	185	221
109	259	203	217
110	288	207	219
111	270	172	217
112	259	173	229
113	265	180	195
114	201	198	208
115	273	189	199
116	230	198	222
117	203	206	221
118	216	192	226
119	213	204	222
120	196	186	240
121	178	190	210
122	183	190	213
123	194	203	226
124	201	199	253
125	182	215	240
126	157	206	223
127	163	190	220
128	163	194	239
129	149	208	244
130	166	221	229
131	149	191	187
132	205	211	232
133	179	197	226
134	185	245	205
135	205	237	294
136	209	238	274
137	208	250	239
138	202	229	217
139	192	225	216
140	175	196	216
141	194	182	214
142	170	208	201
143	165	231	234
144	149	233	230
145	188	232	280
146	154	218	261
147	166	220	274
148	180	247	266
149	159	253	300
150	177	261	314
151	167	298	274
152	160	294	278
153	177	284	261
154	205	306	273
155	216	313	254
156	203	364	266
157	269	328	293
158	244	372	262
159	251	365	267
160	265	350	252
161	249	325	289
162	248	369	282
163	235	378	323
164	264	412	285
165	280	419	305
166	306	454	305
167	294	498	302
168	275	455	344
169	309	400	364
170	346	390	336
171	389	400	394
172	464	434	388
173	447	455	410
174	506	485	468
175	550	473	390
176	648	465	376
177	782	532	349
178	978	573	367
179	1243	688	396
180	1394	636	404
181	1336	576	407
182	2124	604	434
183	4290	608	415
184	3643	655	515
185	2165	687	593
186	1511	745	610
187	1533	780	685
188	1771	918	539
189	1978	1400	595
190	2941	4104	563
191	5496	4146	585
192	7092	2369	670
193	7883	2010	720
194	8089	1895	820
195	7607	1977	915
196	8361	1938	1341
197	7617	2065	2454
198	6798	2450	4481
199	8585	4055	3724
200	14167	7753	2187
201	14046	8874	2095
202	11516	7906	2219
203	9025	9677	2287
204	5755	11090	2605
205	3706	8809	3554
206	2825	8850	5510
207	2163	14981	7568
208	2881	14977	9768
209	2145	11878	10214
210	1273	8393	11217
211	1142	5239	10127
212	1153	2781	11112
213	1145	2929	16495
214	1718	2209	16115
215	1949	1204	12276
216	948	1118	6742
217	763	974	4055
218	644	872	2290
219	595	1471	1418
220	563	1575	1196
221	531	642	1059
222	499	467	913
223	520	324	1738
224	598	324	1570
225	580	336	542
226	588	355	371
227	609	395	247
228	593	410	284
229	547	374	302
230	603	388	347
231	668	409	354
232	617	479	326
233	517	404	353
234	609	475	407
235	547	553	374
236	621	484	453
237	483	580	473
238	420	431	590
239	466	388	671
240	431	427	498
241	366	434	445
242	430	433	412
243	530	511	326
244	581	529	396
245	495	589	408
246	396	329	490
247	246	208	603
248	139	115	461
249	23	13	361
250	7	8	290
251	15	3	158
252	8	1	44
253	0	2	8
254	1	2	6
255	4	0	4
